title,score,score_phrase,platform,genre,release_year,release_month,average_yearscore,average_platform_score,average_genre_score,platform_code,score_phrase_code,genre_code,ReleaseQuarter
Go Series: Portable Shrine Wars,9.0,Amazing,Nintendo DSi,Action,2011,7,7.0503262,6.3751969,6.626679,27,9,0.0,Q3
God of War Origins,9.0,Amazing,PlayStation 3,"Action, Compilation",2011,8,7.0503262,7.1891593,7.0292135,32,9,2.0,Q3
God of War: Betrayal,9.0,Amazing,Wireless,Action,2007,6,6.6325466,7.1773626,6.626679,50,9,0.0,Q2
Golden Sun: The Lost Age,9.0,Amazing,Game Boy Advance,RPG,2003,4,7.1982456,6.6266453,7.5714286,9,9,75.0,Q2
GoldenEye 007,9.0,Amazing,Wii,Shooter,2010,11,6.9328687,6.2992679,7.1278882,46,9,86.0,Q4
Golf,9.0,Amazing,Game Boy,Sports,1999,6,6.9834839,7.8136364,7.0252088,8,9,93.0,Q2
Grand Prix 3,9.0,Amazing,PC,Racing,2000,9,6.6935885,7.1473591,6.7306189,29,9,80.0,Q3
Grand Prix Challenge,9.0,Amazing,PlayStation 2,Racing,2003,3,7.1982456,6.866548,6.7306189,31,9,80.0,Q1
Grand Theft Auto IV: The Lost and Damned,9.0,Amazing,Xbox 360,"Action, Adventure",2009,2,6.8403675,7.1053342,7.3718954,54,9,1.0,Q1
Grand Theft Auto: Chinatown Wars,9.0,Amazing,iPhone,Action,2010,1,6.9328687,7.2880048,6.626679,57,9,0.0,Q1
Grand Theft Auto: Chinatown Wars,9.0,Amazing,iPad,Action,2010,9,6.9328687,7.6727273,6.626679,56,9,0.0,Q3
Grand Theft Auto: Liberty City Stories,9.0,Amazing,PlayStation Portable,Action,2005,10,7.2224265,6.7484992,6.626679,34,9,0.0,Q4
Grand Theft Auto: Vice City Stories,9.0,Amazing,PlayStation Portable,Action,2006,10,6.7328642,6.7484992,6.626679,34,9,0.0,Q4
Grandia,9.0,Amazing,PlayStation,RPG,1999,11,6.9834839,6.582458,7.5714286,30,9,75.0,Q4
Guacamelee!,9.0,Amazing,PlayStation 3,"Platformer, Action",2013,4,7.4604885,7.1891593,8.3272727,32,9,64.0,Q2
Guacamelee!,9.0,Amazing,PlayStation Vita,"Platformer, Action",2013,4,7.4604885,7.3948387,8.3272727,35,9,64.0,Q2
Guild Wars,9.0,Amazing,PC,RPG,2005,5,7.2224265,7.1473591,7.5714286,29,9,75.0,Q2
Guild Wars 2,9.0,Amazing,PC,RPG,2012,9,7.4183267,7.1473591,7.5714286,29,9,75.0,Q3
Guilty Gear X2,9.0,Amazing,PlayStation 2,Fighting,2003,2,7.1982456,6.866548,7.0581353,31,9,37.0,Q1
Guitar Hero On Tour,9.0,Amazing,Nintendo DS,Music,2008,6,6.4481462,6.2869856,6.8940701,26,9,51.0,Q2
GunValkyrie,9.0,Amazing,Xbox,Action,2002,3,6.9785256,7.2056029,6.626679,53,9,0.0,Q1
Gunpoint,9.0,Amazing,PC,"Puzzle, Action",2013,6,7.4604885,7.1473591,7.1255,29,9,69.0,Q2
Gunstar Heroes,9.0,Amazing,Wii,Action,2006,12,6.7328642,6.2992679,6.626679,46,9,0.0,Q4
Gunstar Heroes,9.0,Amazing,Genesis,Action,2006,12,6.7328642,6.5517241,6.626679,13,9,0.0,Q4
Gunstar Super Heroes,9.0,Amazing,Game Boy Advance,Action,2005,10,7.2224265,6.6266453,6.626679,9,9,0.0,Q4
Halo 2 Multiplayer Map Pack,9.0,Amazing,Xbox,Shooter,2005,7,7.2224265,7.2056029,7.1278882,53,9,86.0,Q3
Halo 3: ODST,9.0,Amazing,Xbox 360,Shooter,2009,9,6.8403675,7.1053342,7.1278882,54,9,86.0,Q3
Halo 3: ODST [The Master Chief Collection],9.0,Amazing,Xbox One,Shooter,2015,6,7.6594521,7.6557692,7.1278882,55,9,86.0,Q2
Halo 5: Guardians,9.0,Amazing,Xbox One,Shooter,2015,10,7.6594521,7.6557692,7.1278882,55,9,86.0,Q4
Halo: The Master Chief Collection,9.0,Amazing,Xbox One,Shooter,2014,11,7.4675978,7.6557692,7.1278882,55,9,86.0,Q4
Headhunter,9.0,Amazing,Dreamcast,Action,2002,1,6.9785256,7.3702797,6.626679,6,9,0.0,Q1
Hearthstone: Heroes of WarCraft,9.0,Amazing,Macintosh,"Card, Battle",2014,3,7.4675978,8.1209877,7.1574074,16,9,22.0,Q1
Hearthstone: Heroes of WarCraft,9.0,Amazing,iPad,"Card, Battle",2014,3,7.4675978,7.6727273,7.1574074,56,9,22.0,Q1
Hearthstone: Heroes of WarCraft,9.0,Amazing,PC,"Card, Battle",2014,3,7.4675978,7.1473591,7.1574074,29,9,22.0,Q1
Hearts of Iron IV,9.0,Amazing,PC,Strategy,2016,6,7.5734513,7.1473591,7.2460317,29,9,104.0,Q2
Heavy Rain,9.0,Amazing,PlayStation 3,Adventure,2010,2,6.9328687,7.1891593,6.8648511,32,9,10.0,Q1
Helldivers,9.0,Amazing,PlayStation Vita,Shooter,2015,3,7.6594521,7.3948387,7.1278882,35,9,86.0,Q1
Helldivers,9.0,Amazing,PlayStation 3,Shooter,2015,3,7.6594521,7.1891593,7.1278882,32,9,86.0,Q1
Helldivers,9.0,Amazing,PlayStation 4,Shooter,2015,3,7.6594521,7.6635379,7.1278882,33,9,86.0,Q1
Henry Hatsworth in the Puzzling Adventure,9.0,Amazing,Nintendo DS,Adventure,2009,3,6.8403675,6.2869856,6.8648511,26,9,10.0,Q1
Hero Academy,9.0,Amazing,PC,Board,2012,8,7.4183267,7.1473591,6.6258621,29,9,19.0,Q3
Hero Academy,9.0,Amazing,iPhone,Strategy,2012,8,7.4183267,7.2880048,7.2460317,57,9,104.0,Q3
Hero of Sparta,9.0,Amazing,iPhone,Action,2008,12,6.4481462,7.2880048,6.626679,57,9,0.0,Q4
Heroes of Might and Magic III: Armageddon's Blade,9.0,Amazing,PC,Strategy,1999,11,6.9834839,7.1473591,7.2460317,29,9,104.0,Q4
Heroes of Might and Magic III: Shadow of Death,9.0,Amazing,PC,Strategy,2000,4,6.6935885,7.1473591,7.2460317,29,9,104.0,Q2
Heroes of Might and Magic III: The Restoration of Erathia,9.0,Amazing,PC,Strategy,1999,3,6.9834839,7.1473591,7.2460317,29,9,104.0,Q1
Heroes of Might and Magic IV,9.0,Amazing,Macintosh,Strategy,2003,1,7.1982456,8.1209877,7.2460317,16,9,104.0,Q1
High Heat Baseball 2000,9.0,Amazing,PC,Sports,1999,4,6.9834839,7.1473591,7.0252088,29,9,93.0,Q2
Hitman: Absolution,9.0,Amazing,PlayStation 3,Action,2012,11,7.4183267,7.1891593,6.626679,32,9,0.0,Q4
Hitman: Absolution,9.0,Amazing,Xbox 360,Action,2012,11,7.4183267,7.1053342,6.626679,54,9,0.0,Q4
Hitman: Absolution,9.0,Amazing,PC,Action,2012,11,7.4183267,7.1473591,6.626679,29,9,0.0,Q4
Hold 'em Poker+ for Prizes!,9.0,Amazing,Wireless,Card,2004,3,7.1707121,7.1773626,6.7074074,50,9,21.0,Q1
Homeworld 2,9.0,Amazing,PC,Strategy,2003,9,7.1982456,7.1473591,7.2460317,29,9,104.0,Q3
Homeworld Remastered Collection,9.0,Amazing,PC,Strategy,2015,2,7.6594521,7.1473591,7.2460317,29,9,104.0,Q1
Horn,9.0,Amazing,iPhone,"Action, Adventure",2012,8,7.4183267,7.2880048,7.3718954,57,9,1.0,Q3
I-play Bowling,9.0,Amazing,Wireless,Sports,2008,5,6.4481462,7.1773626,7.0252088,50,9,93.0,Q2
I-play Bowling 3D,9.0,Amazing,iPhone,Sports,2009,2,6.8403675,7.2880048,7.0252088,57,9,93.0,Q1
Icewind Dale II,9.0,Amazing,PC,RPG,2002,9,6.9785256,7.1473591,7.5714286,29,9,75.0,Q3
Ikaruga,9.0,Amazing,Xbox 360,Shooter,2008,4,6.4481462,7.1053342,7.1278882,54,9,86.0,Q2
Imperium Galactica II: Alliances,9.0,Amazing,PC,Strategy,2000,5,6.6935885,7.1473591,7.2460317,29,9,104.0,Q2
Infamous 2,9.0,Amazing,PlayStation 3,Action,2011,5,7.0503262,7.1891593,6.626679,32,9,0.0,Q2
Infinity Blade,9.0,Amazing,iPhone,"Fighting, Action",2010,12,6.9328687,7.2880048,6.7012987,57,9,38.0,Q4
Inside a Star-Filled Sky,9.0,Amazing,PC,Puzzle,2011,3,7.0503262,7.1473591,7.0831186,29,9,68.0,Q1
International Superstar Soccer 64,9.0,Amazing,Nintendo 64,Sports,1997,9,6.5663415,6.9764901,7.0252088,24,9,93.0,Q3
Iron Brigade,9.0,Amazing,PC,Action,2012,8,7.4183267,7.1473591,6.626679,29,9,0.0,Q3
Iron Brigade,9.0,Amazing,Xbox 360,Action,2011,6,7.0503262,7.1053342,6.626679,54,9,0.0,Q2
Jak and Daxter Collection,9.0,Amazing,PlayStation 3,Platformer,2012,2,7.4183267,7.1891593,7.1865128,32,9,63.0,Q1
Jeanne d'Arc,9.0,Amazing,PlayStation Portable,"Strategy, RPG",2007,8,6.6325466,6.7484992,7.8545455,34,9,106.0,Q3
Jet Car Stunts,9.0,Amazing,iPhone,"Racing, Action",2009,11,6.8403675,7.2880048,6.5871429,57,9,81.0,Q4
Jet Coaster Dream,9.0,Amazing,Dreamcast,Action,1999,12,6.9834839,7.3702797,6.626679,6,9,0.0,Q4
Jetpack Joyride,9.0,Amazing,iPhone,Platformer,2011,9,7.0503262,7.2880048,7.1865128,57,9,63.0,Q3
Journey,9.0,Amazing,PlayStation 3,Adventure,2012,3,7.4183267,7.1891593,6.8648511,32,9,10.0,Q1
Journey,9.0,Amazing,PlayStation 4,Adventure,2015,7,7.6594521,7.6635379,6.8648511,33,9,10.0,Q3
Joust / Defender,9.0,Amazing,Game Boy Color,Action,1999,8,6.9834839,6.1938202,6.626679,10,9,0.0,Q3
Katamari Damacy,9.0,Amazing,PlayStation 2,Action,2004,9,7.1707121,6.866548,6.626679,31,9,0.0,Q3
Kerbal Space Program,9.0,Amazing,PC,Simulation,2015,5,7.6594521,7.1473591,6.8589065,29,9,91.0,Q2
Kerbal Space Program,9.0,Amazing,PlayStation 4,Simulation,2016,7,7.5734513,7.6635379,6.8589065,33,9,91.0,Q3
Ketzal's Corridors,9.0,Amazing,Nintendo 3DS,"Puzzle, Action",2012,4,7.4183267,7.3191111,7.1255,23,9,69.0,Q2
Killzone: Liberation,9.0,Amazing,PlayStation Portable,Action,2006,10,6.7328642,6.7484992,6.626679,34,9,0.0,Q4
Kingdom Hearts,9.0,Amazing,PlayStation 2,"Action, RPG",2002,9,6.9785256,6.866548,7.4648485,31,9,6.0,Q3
Kingdom Rush,9.0,Amazing,iPad,Strategy,2012,1,7.4183267,7.6727273,7.2460317,56,9,104.0,Q1
Kingdoms of Amalur: Reckoning,9.0,Amazing,PC,RPG,2012,2,7.4183267,7.1473591,7.5714286,29,9,75.0,Q1
Kingdoms of Amalur: Reckoning,9.0,Amazing,Xbox 360,RPG,2012,2,7.4183267,7.1053342,7.5714286,54,9,75.0,Q1
Kingdoms of Amalur: Reckoning,9.0,Amazing,PlayStation 3,RPG,2012,2,7.4183267,7.1891593,7.5714286,32,9,75.0,Q1
Kirby Canvas Curse,9.0,Amazing,Nintendo DS,Action,2005,6,7.2224265,6.2869856,6.626679,26,9,0.0,Q2
Kirby Tilt 'n' Tumble,9.0,Amazing,Game Boy Color,Action,2001,4,7.1204942,6.1938202,6.626679,10,9,0.0,Q2
Klax,9.0,Amazing,Lynx,Puzzle,1999,7,6.9834839,7.1341463,7.0831186,15,9,68.0,Q3
Klonoa: Empire of Dreams,9.0,Amazing,Game Boy Advance,Platformer,2001,9,7.1204942,6.6266453,7.1865128,9,9,63.0,Q3
Konami Collector's Series: Arcade Advanced,9.0,Amazing,Game Boy Advance,Action,2002,3,6.9785256,6.6266453,6.626679,9,9,0.0,Q1
LEGO Marvel Super Heroes,9.0,Amazing,PC,Action,2013,10,7.4604885,7.1473591,6.626679,29,9,0.0,Q4
LEGO Marvel Super Heroes,9.0,Amazing,Xbox One,Action,2013,10,7.4604885,7.6557692,6.626679,55,9,0.0,Q4
LEGO Marvel Super Heroes,9.0,Amazing,PlayStation 3,Action,2013,10,7.4604885,7.1891593,6.626679,32,9,0.0,Q4
LEGO Marvel Super Heroes,9.0,Amazing,Xbox 360,Action,2013,10,7.4604885,7.1053342,6.626679,54,9,0.0,Q4
LEGO Marvel Super Heroes,9.0,Amazing,PlayStation 4,Action,2013,10,7.4604885,7.6635379,6.626679,33,9,0.0,Q4
LEGO Marvel Super Heroes,9.0,Amazing,Wii U,Action,2013,10,7.4604885,7.4657895,6.626679,47,9,0.0,Q4
LEGO Star Wars: The Force Awakens,9.0,Amazing,PlayStation 4,"Action, Adventure",2016,6,7.5734513,7.6635379,7.3718954,33,9,1.0,Q2
League of Evil,9.0,Amazing,iPhone,Platformer,2011,3,7.0503262,7.2880048,7.1865128,57,9,63.0,Q1
Left 4 Dead,9.0,Amazing,Xbox 360,Shooter,2008,11,6.4481462,7.1053342,7.1278882,54,9,86.0,Q4
Left 4 Dead,9.0,Amazing,PC,Shooter,2008,11,6.4481462,7.1473591,7.1278882,29,9,86.0,Q4
Left 4 Dead (Game of the Year Edition),9.0,Amazing,Xbox 360,Shooter,2009,5,6.8403675,7.1053342,7.1278882,54,9,86.0,Q2
Left 4 Dead (Game of the Year Edition),9.0,Amazing,PC,Shooter,2009,5,6.8403675,7.1473591,7.1278882,29,9,86.0,Q2
Left 4 Dead 2,9.0,Amazing,Xbox 360,Shooter,2009,11,6.8403675,7.1053342,7.1278882,54,9,86.0,Q4
Left 4 Dead 2,9.0,Amazing,PC,Shooter,2009,11,6.8403675,7.1473591,7.1278882,29,9,86.0,Q4
Legacy Online,9.0,Amazing,PC,Strategy,2003,8,7.1982456,7.1473591,7.2460317,29,9,104.0,Q3
Lemmings,9.0,Amazing,Lynx,Puzzle,1999,7,6.9834839,7.1341463,7.0831186,15,9,68.0,Q3
Let's Golf 2,9.0,Amazing,iPhone,Sports,2010,7,6.9328687,7.2880048,7.0252088,57,9,93.0,Q3
Let's Golf 3D,9.0,Amazing,Nintendo 3DS,Sports,2011,7,7.0503262,7.3191111,7.0252088,23,9,93.0,Q3
Life Force,9.0,Amazing,Wii,Shooter,2009,2,6.8403675,6.2992679,7.1278882,46,9,86.0,Q1
Life Force,9.0,Amazing,NES,Shooter,2009,2,6.8403675,6.6102041,7.1278882,19,9,86.0,Q1
Limbo,9.0,Amazing,Xbox 360,Platformer,2010,7,6.9328687,7.1053342,7.1865128,54,9,63.0,Q3
Limbo,9.0,Amazing,PC,Platformer,2011,8,7.0503262,7.1473591,7.1865128,29,9,63.0,Q3
Limbo,9.0,Amazing,PlayStation 3,Platformer,2011,7,7.0503262,7.1891593,7.1865128,32,9,63.0,Q3
Limbo,9.0,Amazing,iPhone,Platformer,2013,7,7.4604885,7.2880048,7.1865128,57,9,63.0,Q3
Link 'n' Launch,9.0,Amazing,Nintendo DSi,Action,2010,2,6.9328687,6.3751969,6.626679,27,9,0.0,Q1
LittleBigPlanet,9.0,Amazing,PlayStation Portable,Platformer,2009,11,6.8403675,6.7484992,7.1865128,34,9,63.0,Q4
LittleBigPlanet 2,9.0,Amazing,PlayStation 3,Platformer,2011,1,7.0503262,7.1891593,7.1865128,32,9,63.0,Q1
LittleBigPlanet PS Vita,9.0,Amazing,PlayStation Vita,Platformer,2012,9,7.4183267,7.3948387,7.1865128,35,9,63.0,Q3
LittleBigPlanet PS Vita -- Marvel Super Hero Edition,9.0,Amazing,PlayStation Vita,Platformer,2012,9,7.4183267,7.3948387,7.1865128,35,9,63.0,Q3
LocoRoco,9.0,Amazing,PlayStation Portable,"Puzzle, Action",2006,9,6.7328642,6.7484992,7.1255,34,9,69.0,Q3
Lode Runner,9.0,Amazing,Wireless,Action,2004,3,7.1707121,7.1773626,6.626679,50,9,0.0,Q1
Looney Tunes Collector: Alert!,9.0,Amazing,Game Boy Color,Adventure,2000,6,6.6935885,6.1938202,6.8648511,10,9,10.0,Q2
Looney Tunes: Space Race,9.0,Amazing,Dreamcast,Action,2000,11,6.6935885,7.3702797,6.626679,6,9,0.0,Q4
Lumines II,9.0,Amazing,PlayStation Portable,"Puzzle, Action",2006,11,6.7328642,6.7484992,7.1255,34,9,69.0,Q4
Lumines: Electronic Symphony,9.0,Amazing,PlayStation Vita,Puzzle,2012,2,7.4183267,7.3948387,7.0831186,35,9,68.0,Q1
MTV Music Generator,9.0,Amazing,PlayStation,"Music, Editor",2000,1,6.6935885,6.582458,7.9166667,30,9,55.0,Q1
MVP Baseball 2004,9.0,Amazing,Xbox,"Sports, Simulation",2004,3,7.1707121,7.2056029,7.7954545,53,9,103.0,Q1
MVP Baseball 2004,9.0,Amazing,PlayStation 2,Sports,2004,3,7.1707121,6.866548,7.0252088,31,9,93.0,Q1
MadWorld,9.0,Amazing,Wii,Action,2009,3,6.8403675,6.2992679,6.626679,46,9,0.0,Q1
Madden NFL 13,9.0,Amazing,PlayStation 3,Sports,2012,8,7.4183267,7.1891593,7.0252088,32,9,93.0,Q3
Madden NFL 13,9.0,Amazing,Xbox 360,Sports,2012,8,7.4183267,7.1053342,7.0252088,54,9,93.0,Q3
Madden NFL 2001,9.0,Amazing,PlayStation 2,Sports,2000,10,6.6935885,6.866548,7.0252088,31,9,93.0,Q4
Majesty: The Fantasy Kingdom,9.0,Amazing,Macintosh,Strategy,2002,6,6.9785256,8.1209877,7.2460317,16,9,104.0,Q2
Mario & Luigi: Partners in Time,9.0,Amazing,Nintendo DS,RPG,2005,11,7.2224265,6.2869856,7.5714286,26,9,75.0,Q4
Mario & Luigi: Superstar Saga,9.0,Amazing,Game Boy Advance,RPG,2003,11,7.1982456,6.6266453,7.5714286,9,9,75.0,Q4
Mario Kart 7,9.0,Amazing,Nintendo 3DS,Racing,2011,11,7.0503262,7.3191111,6.7306189,23,9,80.0,Q4
Mario Kart 8,9.0,Amazing,Wii U,"Racing, Action",2014,5,7.4675978,7.4657895,6.5871429,47,9,81.0,Q2
Mario Tennis,9.0,Amazing,Nintendo 64,"Sports, Action",2000,8,6.6935885,6.9764901,7.097449,24,9,94.0,Q3
Mario Tennis Power Tour,9.0,Amazing,Game Boy Advance,"Sports, Action",2005,12,7.2224265,6.6266453,7.097449,9,9,94.0,Q4
Mario Tennis [2001],9.0,Amazing,Game Boy Color,"Sports, Action",2001,1,7.1204942,6.1938202,7.097449,10,9,94.0,Q1
Mario vs. Donkey Kong Mini-Land Mayhem,9.0,Amazing,Nintendo DS,Puzzle,2010,11,6.9328687,6.2869856,7.0831186,26,9,68.0,Q4
Mark of the Ninja,9.0,Amazing,Xbox 360,"Action, Adventure",2012,9,7.4183267,7.1053342,7.3718954,54,9,1.0,Q3
Mark of the Ninja,9.0,Amazing,PC,"Action, Adventure",2012,9,7.4183267,7.1473591,7.3718954,29,9,1.0,Q3
Marvel vs. Capcom 2,9.0,Amazing,PlayStation 3,Fighting,2009,7,6.8403675,7.1891593,7.0581353,32,9,37.0,Q3
Mass Effect,9.0,Amazing,PlayStation 3,RPG,2012,12,7.4183267,7.1891593,7.5714286,32,9,75.0,Q4
Mass Effect 2: Overlord,9.0,Amazing,PC,RPG,2010,6,6.9328687,7.1473591,7.5714286,29,9,75.0,Q2
Mass Effect 2: Overlord,9.0,Amazing,Xbox 360,RPG,2010,6,6.9328687,7.1053342,7.5714286,54,9,75.0,Q2
Massive Snowboarding,9.0,Amazing,Wireless,"Sports, Racing",2005,9,7.2224265,7.1773626,6.88,50,9,102.0,Q3
Max Payne,9.0,Amazing,Game Boy Advance,Action,2003,12,7.1982456,6.6266453,6.626679,9,9,0.0,Q4
Max Payne 2: The Fall of Max Payne,9.0,Amazing,Xbox,Shooter,2003,11,7.1982456,7.2056029,7.1278882,53,9,86.0,Q4
Max Payne 3,9.0,Amazing,PC,Shooter,2012,5,7.4183267,7.1473591,7.1278882,29,9,86.0,Q2
Max Payne 3,9.0,Amazing,Xbox 360,Shooter,2012,5,7.4183267,7.1053342,7.1278882,54,9,86.0,Q2
Max Payne 3,9.0,Amazing,PlayStation 3,Shooter,2012,5,7.4183267,7.1891593,7.1278882,32,9,86.0,Q2
Max Payne 3 (Special Edition),9.0,Amazing,Xbox 360,Shooter,2012,5,7.4183267,7.1053342,7.1278882,54,9,86.0,Q2
Max Payne 3 (Special Edition),9.0,Amazing,PlayStation 3,Shooter,2012,5,7.4183267,7.1891593,7.1278882,32,9,86.0,Q2
MechWarrior 4: Vengeance,9.0,Amazing,PC,Simulation,2000,11,6.6935885,7.1473591,6.8589065,29,9,91.0,Q4
Medal of Honor Underground,9.0,Amazing,PlayStation,Action,2000,10,6.6935885,6.582458,6.626679,30,9,0.0,Q4
Mega Mall Story,9.0,Amazing,iPhone,Strategy,2011,8,7.0503262,7.2880048,7.2460317,57,9,104.0,Q3
Mega Man Legacy Collection,9.0,Amazing,Nintendo 3DS,Action,2015,8,7.6594521,7.3191111,6.626679,23,9,0.0,Q3
Mega Man Legacy Collection,9.0,Amazing,Xbox One,Action,2015,8,7.6594521,7.6557692,6.626679,55,9,0.0,Q3
Mega Man Legacy Collection,9.0,Amazing,PC,Action,2015,8,7.6594521,7.1473591,6.626679,29,9,0.0,Q3
Mega Man Legacy Collection,9.0,Amazing,PlayStation 4,Action,2015,8,7.6594521,7.6635379,6.626679,33,9,0.0,Q3
Mega Man X,9.0,Amazing,Wii,Action,2011,4,7.0503262,6.2992679,6.626679,46,9,0.0,Q2
Metal Gear Solid,9.0,Amazing,PC,"Action, Adventure",2000,9,6.6935885,7.1473591,7.3718954,29,9,1.0,Q3
Metal Gear Solid 2: Substance,9.0,Amazing,Xbox,"Action, Adventure",2002,11,6.9785256,7.2056029,7.3718954,53,9,1.0,Q4
Metal Gear Solid HD Collection,9.0,Amazing,PlayStation 3,"Action, Compilation",2011,11,7.0503262,7.1891593,7.0292135,32,9,2.0,Q4
Metal Gear Solid HD Collection,9.0,Amazing,Xbox 360,"Action, Compilation",2011,11,7.0503262,7.1053342,7.0292135,54,9,2.0,Q4
Metal Gear Solid HD Collection,9.0,Amazing,PlayStation Vita,"Action, Compilation",2012,6,7.4183267,7.3948387,7.0292135,35,9,2.0,Q2
Metal Gear Solid: Portable Ops,9.0,Amazing,PlayStation Portable,Action,2006,12,6.7328642,6.7484992,6.626679,34,9,0.0,Q4
Metal Slug X,9.0,Amazing,PlayStation,Shooter,2001,4,7.1204942,6.582458,7.1278882,30,9,86.0,Q2
Metal Slug: 2nd Mission,9.0,Amazing,NeoGeo Pocket Color,Action,2000,4,6.6935885,7.3225806,6.626679,21,9,0.0,Q2
Metal Slug: First Mission,9.0,Amazing,NeoGeo Pocket Color,Action,1999,7,6.9834839,7.3225806,6.626679,21,9,0.0,Q3
Meteos,9.0,Amazing,Nintendo DS,Puzzle,2005,6,7.2224265,6.2869856,7.0831186,26,9,68.0,Q2
Metroid II: Return of Samus,9.0,Amazing,Game Boy,"Action, Adventure",1999,6,6.9834839,7.8136364,7.3718954,8,9,1.0,Q2
Metroid II: Return of Samus,9.0,Amazing,Nintendo 3DS,"Action, Adventure",2011,11,7.0503262,7.3191111,7.3718954,23,9,1.0,Q4
Metroid Prime: Hunters,9.0,Amazing,Nintendo DS,"Action, Adventure",2006,3,6.7328642,6.2869856,7.3718954,26,9,1.0,Q1
Metroid: Zero Mission,9.0,Amazing,Game Boy Advance,"Action, Adventure",2004,2,7.1707121,6.6266453,7.3718954,9,9,1.0,Q1
MiG Alley,9.0,Amazing,PC,Simulation,2000,1,6.6935885,7.1473591,6.8589065,29,9,91.0,Q1
Michelin Rally Masters Race of Champions,9.0,Amazing,PC,Racing,2000,9,6.6935885,7.1473591,6.7306189,29,9,80.0,Q3
Mickey's Speedway USA,9.0,Amazing,Game Boy Color,Racing,2001,4,7.1204942,6.1938202,6.7306189,10,9,80.0,Q2
Micro Machines I & II: Twin Turbo,9.0,Amazing,Game Boy Color,Racing,2000,1,6.6935885,6.1938202,6.7306189,10,9,80.0,Q1
Micro Machines V3,9.0,Amazing,Game Boy Color,Racing,2000,11,6.6935885,6.1938202,6.7306189,10,9,80.0,Q4
Microsoft Flight Simulator 2002,9.0,Amazing,PC,"Flight, Simulation",2001,11,7.1204942,7.1473591,7.1189189,29,9,46.0,Q4
Microsoft Flight Simulator 2004: A Century of Flight,9.0,Amazing,PC,"Flight, Simulation",2003,7,7.1982456,7.1473591,7.1189189,29,9,46.0,Q3
Might and Magic VI: The Mandate of Heaven,9.0,Amazing,PC,RPG,1998,8,6.9306785,7.1473591,7.5714286,29,9,75.0,Q3
Might and Magic: Clash of Heroes,9.0,Amazing,Xbox 360,"Puzzle, Adventure",2011,4,7.0503262,7.1053342,7.4787234,54,9,70.0,Q2
Might and Magic: Clash of Heroes,9.0,Amazing,PlayStation 3,"Puzzle, Adventure",2011,4,7.0503262,7.1891593,7.4787234,32,9,70.0,Q2
Minecraft,9.0,Amazing,PC,Action,2011,11,7.0503262,7.1473591,6.626679,29,9,0.0,Q4
Mission: Impossible III,9.0,Amazing,Wireless,Action,2006,5,6.7328642,7.1773626,6.626679,50,9,0.0,Q2
Mobile Battles: Reign of Swords,9.0,Amazing,Wireless,Strategy,2008,2,6.4481462,7.1773626,7.2460317,50,9,104.0,Q1
ModNation Racers,9.0,Amazing,PlayStation 3,Racing,2010,5,6.9328687,7.1891593,6.7306189,32,9,80.0,Q2
Monaco,9.0,Amazing,Xbox 360,Action,2013,4,7.4604885,7.1053342,6.626679,54,9,0.0,Q2
Monaco,9.0,Amazing,PC,Action,2013,4,7.4604885,7.1473591,6.626679,29,9,0.0,Q2
Monster Hunter 4 Ultimate,9.0,Amazing,Nintendo 3DS,Action,2015,2,7.6594521,7.3191111,6.626679,23,9,0.0,Q1
Monster Rancher,9.0,Amazing,PlayStation,Simulation,1997,11,6.5663415,6.582458,6.8589065,30,9,91.0,Q4
Moto Racer Advance,9.0,Amazing,Game Boy Advance,Racing,2003,1,7.1982456,6.6266453,6.7306189,9,9,80.0,Q1
MotoHeroz,9.0,Amazing,Wii,"Racing, Action",2011,9,7.0503262,6.2992679,6.5871429,46,9,81.0,Q3
MotorStorm: Arctic Edge,9.0,Amazing,PlayStation Portable,Racing,2009,10,6.8403675,6.7484992,6.7306189,34,9,80.0,Q4
Ms. Pac-Man,9.0,Amazing,Game Boy Color,Action,1999,11,6.9834839,6.1938202,6.626679,10,9,0.0,Q4
Ms. Splosion Man,9.0,Amazing,Xbox 360,Action,2011,7,7.0503262,7.1053342,6.626679,54,9,0.0,Q3
Mushroom 11,9.0,Amazing,PC,Platformer,2015,10,7.6594521,7.1473591,7.1865128,29,9,63.0,Q4
Myst IV Revelation,9.0,Amazing,PC,Adventure,2004,10,7.1707121,7.1473591,6.8648511,29,9,10.0,Q4
N+,9.0,Amazing,Nintendo DS,Platformer,2008,8,6.4481462,6.2869856,7.1865128,26,9,63.0,Q3
N.O.V.A.: Near Orbit Vanguard Alliance,9.0,Amazing,iPhone,Shooter,2009,12,6.8403675,7.2880048,7.1278882,57,9,86.0,Q4
NASCAR 2005: Chase for the Cup,9.0,Amazing,GameCube,Racing,2004,8,7.1707121,7.0424361,6.7306189,12,9,80.0,Q3
NASCAR Heat,9.0,Amazing,PC,Racing,2000,10,6.6935885,7.1473591,6.7306189,29,9,80.0,Q4
NBA 2K16,9.0,Amazing,PlayStation 4,Sports,2015,9,7.6594521,7.6635379,7.0252088,33,9,93.0,Q3
NBA Ballers,9.0,Amazing,PlayStation 2,"Sports, Action",2004,4,7.1707121,6.866548,7.097449,31,9,94.0,Q2
NBA In the Zone 2,9.0,Amazing,PlayStation,Sports,1996,12,6.161745,6.582458,7.0252088,30,9,93.0,Q4
